text,sentiment,cleaned_text
To all you nice people going to #SXSW have fun. check in with  #TWIT #TWIG @mention  @mention @mention . Any #android #podcasters?,5,nice people go sxsw fun check twit twig android podcasters
How do you use maps? Mayer: 40% Of Google Maps Usage Is Mobile (There r 150 Million Mobile Users) {link} via @mention #sxsw,5,use map mayer 40 google map usage mobile r 150 million mobile user link via sxsw
"Hey if you're at #sxsw, try out the early iPhone/android beta of Hitchery and let us know what you think! {link}",5,hey 're sxsw try early iphone/android beta hitchery let u know think link
Great visualisation of the ghost movement logic in PacMan during the Google Doodles session @mention #sxsw. More details here. {link},3,great visualisation ghost movement logic pacman google doodle session sxsw detail link
"Highly doubt @mention will announce new social effort at #sxsw today...does not seem their style, but I greatly look forward to seeing it.",5,highly doubt announce new social effort sxsw today.does seem style greatly look forward see
#casualeducationgames #sxsw proposal to download an update to your textbook - more good news for apple,5,casualeducationgames sxsw proposal download update textbook good news apple
"On the couch with iPad propped on my gut full of breakfast tacos. A dangerous position for inertia. What's happening tonight, #SXSW friends?",5,couch ipad propped gut full breakfast taco dangerous position inertia 's happen tonight sxsw friend
#sxsw #touchingstories great presentation on future of digital magazines {link},5,sxsw touchingstories great presentation future digital magazine link
wow you suck {link} iPad #sxsw Rebecca Black #fab5,1,wow suck link ipad sxsw rebecca black fab5
"The kid ducked, exposing a 4chan4eva tattoo on the small of his back. The iPad flew right over him. #sxsw",5,kid ducked expose 4chan4eva tattoo small back ipad flew right sxsw
"?? from audience asks @mention what her favorite non-Google product is &amp; why - she says, I really love my Swiss Omega watch #SXSW",5,audience asks favorite non-google product amp say really love swiss omega watch sxsw
"Never thought I'd be sitting on the floor of the Austin Convention Center, but that's the best place to plug in my iPhone charger. #sxsw",5,never thought 'd sit floor austin convention center 's best place plug iphone charger sxsw
Apple brought in 5 employees from each store in Texas to staff the popup store. #SXSW,5,apple brought 5 employee store texas staff popup store sxsw
Apple brought touch UI to the masses and I'm listening to 2 Microsoft guys talk about it. #sxsw,5,apple brought touch ui mass 'm listen 2 microsoft guy talk sxsw
"Npr fan built first iPhone app, not affiliated with npr he was firefighter and coder #sxsw",5,npr fan built first iphone app affiliate npr firefighter coder sxsw
So grateful my Twitterstream is mostly full of empathy and concern for events other than iPad 2 and #sxsw.,5,grateful twitterstream mostly full empathy concern event ipad 2 sxsw
Google could = search engines. Google instead = useful information. #savebrands #sxsw,3,google could search engine google instead useful information savebrands sxsw
"Google would be a great partner for us, says @mention Looking for more distribution and better products. #sxsw",3,google would great partner u say look distribution well product sxsw
wish i could go @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,5,wish could go head link 1pm cst today win vip access acoustic solo set sxsw tonight
Room is full here at re iPad design headaches talk. #sxsw,3,room full ipad design headache talk sxsw
"@mention ummm - are u a dinosaur?   #SXSW question are u a dinosaur, shark, ninja or pirate.   #google party like it's 1986.",5,ummm u dinosaur sxsw question u dinosaur shark ninja pirate google party like 's 1986
#Google rumored to unveil new social network Circles today at #SXSW {link},5,google rumor unveil new social network circle today sxsw link
"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW",5,cnn launch quot tv everywhere quot service mobile google tv computer link sxsw
"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW via @mention",5,cnn launch quot tv everywhere quot service mobile google tv computer link sxsw via
Google launches Route Around Traffic - offers 3 options to keep you out of traffic. Saves 2yrs worth of time...every day. #sxsw,3,google launch route around traffic offer 3 option keep traffic save 2yrs worth time.every day sxsw
Google launching  a new social network today? #sxsw {link},5,google launch new social network today sxsw link
Google launching new social network called Cicles at #sxsw today {link},5,google launch new social network call cicles sxsw today link
Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw,5,google launch secret new social network call quot circle quot link sxsw
Google Launching Secret New Social Network Called &quot;Circles&quot; #SXSW,5,google launch secret new social network call quot circle quot sxsw
Google launching social network &quot;google circles&quot; @mention  #sxsw ?????,5,google launch social network quot google circle quot sxsw
I just found BBQ sauce on my iPad - tech and Texas really do come together here!  #SXSW,3,found bbq sauce ipad tech texas really come together sxsw
Lines around the block for the new iPad 2 in Austin #sxsw. This is one lucky recipient.  {link},3,line around block new ipad 2 austin sxsw one lucky recipient link
Route around traffic from google maps saves users 2 years worth of time...everyday #sxsw,3,route around traffic google map save user 2 year worth time.everyday sxsw
Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,3,route around traffic google map feature save user 2 year time every day sxsw holytrafficjams
We're so ungrateful bc we have too much shit to play with. So turn off some of your shit (iPhone) now and then. #sxsw,1,'re ungrateful bc much shit play turn shit iphone sxsw
Kind of funny/sad that the iPad release line was longer than any party lines (i saw) at #sxsw last night. #sheeple,3,kind funny/sad ipad release line longer party line saw sxsw last night sheeple
Google &quot;ad preferences&quot; and you can view (and edit) what Google thinks you like. #seenocreepy #SXSW,3,google quot ad preference quot view edit google think like seenocreepy sxsw
GOOGLE &quot;challenge is 2 stay true 2 what originally built this big &amp; successful brand experimentation &amp; moving fastâ€ù #SXSW {link},5,google quot challenge 2 stay true 2 originally built big amp successful brand experimentation amp move fastâ˚ù sxsw link
Google &quot;china is not the middle east&quot; @mention #SXSW,5,google quot china middle east quot sxsw
"I'm at &quot;Designing iPad interfaces: new navigation schema&quot; at ACC, heading to a &quot;future of touch&quot; panel after. 1 track mind. #SXSW #sxswlib11",5,'m quot design ipad interface new navigation schema quot acc head quot future touch quot panel 1 track mind sxsw sxswlib11
"Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",5,google quot product gatekeeper quot marissa mayer location-based quot fast fun future quot link ht sxsw
nu bij &quot;Touching Stories: Designing Digital Magazines for the iPad&quot; #sxsw #sxswnl,5,nu bij quot touch story design digital magazine ipad quot sxsw sxswnl
I picked up a &quot;mophie&quot; iPhone charge case at the #sxsw tradeshow. Doubt I'll use it all the time but it's great for long days out.,3,picked quot mophie quot iphone charge case sxsw tradeshow doubt 'll use time 's great long day
"I picked up a white #ipad2 today at the Apple Store, #SXSW!",3,picked white ipad2 today apple store sxsw
I messed up and didn't bring iPhone charger. Anyone got one I could borrow for 10 mins? #sxsw,5,mess n't bring iphone charger anyone get one could borrow 10 min sxsw
prepping up for #sxsw aka &quot;Nerds Gone Wild&quot; - here's a list of all the parties thanks @mention {link},5,prepping sxsw aka quot nerd go wild quot 's list party thanks link
Apple Popup Store at #SXSW {link},5,apple popup store sxsw link
Apple popup store in Austin? {link} #SXSW,5,apple popup store austin link sxsw
Apple popup store is still under constuction! That's not keeping a 50+ line of people standing in line for it. #SXSW,5,apple popup store still constuction 's keep 50+ line people stand line sxsw
Apple popup store line still circles the block. #sxsw,5,apple popup store line still circle block sxsw
"Apple popup store! #SXSW  @mention Apple Store, SXSW {link} #photo",5,apple popup store sxsw apple store sxsw link photo
ipad pop up was the longest line for #sxswi &amp; Kanye's Vevo show @mention #sxsw should be the same {link} {link},5,ipad pop long line sxswi amp kanye 's vevo show sxsw link link
"Catching up with @mention in our hotel room after day 1 of #sxsw. Also, tweeting this from my new iPad.",3,catch hotel room day 1 sxsw also tweet new ipad
Best pickup-line at #SXSW: Do you have an iPhone charger?,5,best pickup-line sxsw iphone charger
Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,1,bad news update pop-up apple store ipads sure tomorrow sxsw
Another super smart move by apple  {link} Temporary store at SXSW #apple #sxsw,3,another super smart move apple link temporary store sxsw apple sxsw
"SXSW: GroupMe says itâ€™s going global. First, it adds new social features. {link} #Android #iPhone #SMS #SteveMartocci #SXSW",5,sxsw groupme say itâ˚™s go global first add new social feature link android iphone sm stevemartocci sxsw
Stumbled upon #sxswAPIs when the google/bing session was full. Terrific so far! #sxsw,5,stumble upon sxswapis google/bing session full terrific far sxsw
We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,5,interrupt regularly schedule sxsw geek program big news link google circle
We interrupt your regularly-scheduled #sxsw geek programming with Big news!  {link} by @mention  #google #circles,5,interrupt regularly-scheduled sxsw geek program big news link google circle
"Record your #sxsw experience with your iPhone.
{link}",5,record sxsw experience iphone link
In case our rabbits forgot theirs at home! Apple Opening Pop-Up Store In Austin For #SXSW {link},irrelevant,case rabbit forgot home apple opening pop-up store austin sxsw link
What's your take on iPad? @mention I really want it! #checkins #sxsw,3,'s take ipad really want checkins sxsw
Nice gesture - #Lonely-Planet makes #Austin guide on iPhone free for #SXSW {link},3,nice gesture lonely-planet make austin guide iphone free sxsw link
The pressure (ahem... excuse) to buy mounts RT: @mention iPad 2 is the Must-Have Gadget at #SXSW {link} via @mention,3,pressure ahem excuse buy mount rt ipad 2 must-have gadget sxsw link via
#SXSW Future 15 Program:  Google TV to iPad Apps - The Connected TV Experience - {link},5,sxsw future 15 program google tv ipad apps connect tv experience link
I'm not sure that I care about the first guy to get an iPad 2 at #sxsw unless he is about to post it to me...,5,'m sure care first guy get ipad 2 sxsw unless post
What I journal with on my iPhone: RT @mention ** Momento is on SALE for #SXSW ** - Grab it now for just 59p / 99Â¢! {link},3,journal iphone rt momento sale sxsw grab 59p 99Â¢ link
"Within hours of buying an iPad, Glenda Watson Hyatt (with cerebral palsy) was able to communicate with strangers in public. #sxsw #poursite",5,within hour buying ipad glenda watson hyatt cerebral palsy able communicate stranger public sxsw poursite
"Packed house for #SXSW session - &quot;Q&amp;A w/ Google &amp; Bing on Website Ranking&quot; (w/ @mention (@mention Hilton, Salon J) {link}",5,packed house sxsw session quot q amp w/ google amp bing website rank quot w/ hilton salon j link
Packed house for Google/Bing Q&amp;A on search rankings. OH: &quot;I'm hope it's a catfight.&quot; #sxsw #qagb,3,packed house google/bing q amp search ranking oh quot 'm hope 's catfight. quot sxsw qagb
Just because google patented something i.e. (Age of domain in rankings algorithm) doesn't mean they use it #qagb #SXSW,1,google patent something i.e age domain ranking algorithm n't mean use qagb sxsw
RT never use mine on the go RT @mention &quot;You're probably using your iPad on the go.&quot; #disagree #SXSW #uxdes,irrelevant,rt never use mine go rt quot 're probably use ipad go. quot disagree sxsw uxdes
Over 40% use of google maps is mobile -marissa mayer #sxsw,3,40 use google map mobile -marissa mayer sxsw
"Packed house-go Lynn!  Designing iPad Interfaces - New Navigation Schemas at #SXSW #UXDes
{link}",3,packed house-go lynn design ipad interface new navigation schema sxsw uxdes link
"A full house. Apparently more people care about their Google rankings than synthetic life. Tsk, tsk people. #qagb #sxsw",5,full house apparently people care google ranking synthetic life tsk tsk people qagb sxsw
@mention used @mention 's @mention iPad app as an example of good navigation! #sxsw {link} via @mentionn,3,use 's ipad app example good navigation sxsw link via
"#Android users: what your favorite #mobile app? Something new + snazzy out of #SXSW? Let me know, thanks!",5,android user favorite mobile app something new snazzy sxsw let know thanks
@mention uses the google chrome developer tool on itself. Points out javascript console has extensive API  #killerhack #sxsw,5,us google chrome developer tool point javascript console extensive api killerhack sxsw
Next discussion  #cellbots unofficial google platform that controls the brain of our cellphones #gsdm #sxsw connect to the #cloud,5,next discussion cellbots unofficial google platform control brain cellphone gsdm sxsw connect cloud
Someone just held up iPad with giant LIKE on it. Love #SXSW.,3,someone held ipad giant like love sxsw
"my wife just tried to call my ATT iphone, only 2 have ATT say my number was not working. is #sxsw taking down all ATT networks nationwide?",5,wife try call att iphone 2 att say number work sxsw take att network nationwide
"Leaving Austin and I sort of want to cry. I will always remember this week. My Adele/Fiona Apple mix is my only solace.

#StartupBus #SXSW",5,leave austin sort want cry always remember week adele/fiona apple mix solace startupbus sxsw
"Helpful Austin relay user imparted useful recon info on the #SXSW Apple Store location. Thanks, Phil! {link}",5,helpful austin relay user impart useful recon info sxsw apple store location thanks phil link
"Cruisin Austin, checked out the venue for tomorrow night, and saw the looong Apple iPad line #sxsw",5,cruisin austin checked venue tomorrow night saw looong apple ipad line sxsw
Apple's customer service is top notch. They've even got guys hanging out with the line giving inventory updates and just being nice #sxsw,3,apple 's customer service top notch 've even get guy hang line give inventory update nice sxsw
Stellar customer service at the #apple store. Wish every purchase was that smooth. :) #sxsw,3,stellar customer service apple store wish every purchase smooth sxsw
Yup #showusyouricrazy RT @mention Apple's pop-up store @mention #SXSW on the day of iPad2 release could b the most genius move in mktg history,3,yup showusyouricrazy rt apple 's pop-up store sxsw day ipad2 release could b genius move mktg history
Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,5,heard apple 's pop-up store downtown austin pic already gowalla link sxsw ipad2
Hanging out at the convention center with @mention and @mention Find us and win a free iPad 2!!!!! #Beiber #SXSW,5,hang convention center find u win free ipad 2 beiber sxsw
Hanging out in the Hilton lobby in downtown Austin. Stop by and say hi and check out the Android controller for #Sonos. #SXSW,5,hang hilton lobby downtown austin stop say hi check android controller sonos sxsw
Best to put iPad controls at top of screen - on bottom they may sink into a belly! #tapworthy #sxsw,5,best put ipad control top screen bottom may sink belly tapworthy sxsw
Plucked out of the very end of the taxi line by a stranger from @mention for lift to airport in rental car #payitforward #sxsw,5,plucked end taxi line stranger lift airport rental car payitforward sxsw
Missing out on #SXSW? Catch a piece of the action with our street cam: {link}  #sxswi and stream to your #ipad 2,5,miss sxsw catch piece action street cam link sxswi stream ipad 2
Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link},5,geeking youtube apis sxsw google teach theatre link
Heading out to the Google/ACLU/EFF party. Yep. Me and Google. Throwing them back. Reliving old times. Should be fun. ##sxsw,3,head google/aclu/eff party yep google throw back relive old time fun sxsw
Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,5,hang google industry party.good crowd sxsw
Hanging out with @mention connecting @mention IN1102 to the iPad 2. #sxsw {link},5,hang connect in1102 ipad 2. sxsw link
geeking out? RT @mention If you haven't waited in line for an Apple product you're missing out on an important rite of passage. #sxsw,3,geeking rt n't wait line apple product 're miss important rite passage sxsw
Google route around traffic saving drivers 2 years of time per day by finding best route. #sxsw,3,google route around traffic save driver 2 year time per day find best route sxsw
Google Route-Around Traffic is pretty sweet. Route-Around is saving users 2 years each day! Efficient for time and the environment. #SXSW,3,google route-around traffic pretty sweet route-around save user 2 year day efficient time environment sxsw
C5: Precautions {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #cvdc,5,c5 precaution link code valid 4:00-7:59:59p 03/11/11 infektd sxsw cvdc
My ipad auto completes Kawasaki's name from the first four letters #sxsw,3,ipad auto completes kawasaki 's name first four letter sxsw
"Waiting outside the #SXSW Apple store for my #iPad2
#woohoo",3,wait outside sxsw apple store ipad2 woohoo
Ben benieuwd! RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,3,ben benieuwd rt interrupt regularly schedule sxsw geek program big news link google circle
Re: iPad UX.  &quot;The message is the medium.&quot;  #globalmoxie #SXSW,5,ipad ux quot message medium. quot globalmoxie sxsw
"Haha, a guy is asking #marissagoogle Google interview questions! #sxsw",5,haha guy ask marissagoogle google interview question sxsw
"Hey, #usguys at #sxsw, let us know what you think of the new Google Circles social media platform :) #usxsw",5,hey usguys sxsw let u know think new google circle social medium platform usxsw
Twitter buzz for Apple Store: {link} - RT @mention Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,5,twitter buzz apple store link rt temporary apple store open 6th amp congress tomorrow ipad2 sxsw
"Google dev at the panel indicates that Android now has a Screen Reader that works with widgets, native ui, web views and the browser #SXSW",3,google dev panel indicates android screen reader work widget native ui web view browser sxsw
@mention V1.2 of #SXSW GO iPhone/iPad app is now live. Better updates &amp; My Schedule sync. Would love to know what you think {link},3,v1.2 sxsw go iphone/ipad app live well update amp schedule sync would love know think link
The most valuable device at #sxsw so far is the #apple #iPod #iPhone charger.,3,valuable device sxsw far apple ipod iphone charger
"OH in elevator from #vimeo: iPhone app submitted to store, will have smart upload to continue where left if service drops. #li #sxsw #video",5,oh elevator vimeo iphone app submit store smart upload continue left service drop li sxsw video
Users drive 12 billion miles a year with Google Maps Navigation... {link} via @mention #sxsw,5,user drive 12 billion mile year google map navigation link via sxsw
Users drive 12B+ miles a year with Google Maps Navigation ^JR #sxsw,3,user drive 12b+ mile year google map navigation ^jr sxsw
"If you have an iPad DO NOT upgrade to the newest iOS yet, TweetDeck is very unstable on it #nten #11ntc #sxsw #sxswi",1,ipad upgrade new io yet tweetdeck unstable nten 11ntc sxsw sxswi
Anyone have any suggestions on getting T-mobile prepaid data to work on my iPhone? Only phone/txt is working. #SXSW,5,anyone suggestion get t-mobile prepaid data work iphone phone/txt work sxsw
fuck I love Austin. Just left the Youtube Google party at Maggie Maes. Fun times! Got some Youtube Tube Socks. LOL #sxsw #austin,3,fuck love austin left youtube google party maggie maes fun time get youtube tube sock lol sxsw austin
Genius move by Apple to open a temp. store in downtown Austin for #SXSW: {link} /via @mention #ipad2,3,genius move apple open temp store downtown austin sxsw link /via ipad2
MeetingWave iphone app's new version 1.5 {link} Submitting Android this week just before #SXSW Free downloads Please Retweet,5,meetingwave iphone app 's new version 1.5 link submit android week sxsw free downloads please retweet
"You'll have to wait 4-5 weeks for an iPad 2, but not at the #AppleATXdt pop-up! Shipments daily (via @mention #SXSW",1,'ll wait 4-5 week ipad 2 appleatxdt pop-up shipment daily via sxsw
#iPad2 Live Unboxing In Front Of The #SXSW Apple Store [VIDEO] {link},5,ipad2 live unbox front sxsw apple store video link
"iPad 2 giveaway in full-force!  Person with most friends in his/her city by end of #SXSW wins! Hint, a strong email list works well! #sxswi",3,ipad 2 giveaway full-force person friend his/her city end sxsw win hint strong email list work well sxswi
Just arrived and haven't seen a single person without an iPhone. ATT better be ready! #SXSW,5,arrive n't see single person without iphone att well ready sxsw
"Google unveiled new data visualization tool, open source - is it based on gapminder? #bavcID #sxsw [pic]: {link}",5,google unveiled new data visualization tool open source base gapminder bavcid sxsw pic link
Google developer hackathon at @mention  discussion web fonts. #google gets 32000 font request a day.  #sxsw #gsdm google.com/webfonts,5,google developer hackathon discussion web font google get 32000 font request day sxsw gsdm google.com/webfonts
Can you even get in to #SXSW without an iPhone?,5,even get sxsw without iphone
"If you haven't already, download the (free) #SXSW music sampler from iTunes {link} (iTunes link). It's good!",3,n't already download free sxsw music sampler itunes link itunes link 's good
If you haven't waited in line for an Apple product you're missing out on an important rite of passage.  #sxsw,3,n't wait line apple product 're miss important rite passage sxsw
Thank heavens for nice travelers. Got a iPhone charger from another delayed @mention passenger. #sxsw,3,thank heaven nice traveler get iphone charger another delayed passenger sxsw
"Such an eventful day,earthquake, tsunami and #iPad 2 plus #SXSW.. {link}",5,eventful day earthquake tsunami ipad 2 plus sxsw link
Did you ever got a high5 when you were buying a product probably not but by #apple in the queue line that's normal #SXSW {link},5,ever get high5 buying product probably apple queue line 's normal sxsw link
"Ok, I'm over not being at SXSW, I'm too into garage band for iPad to notice. #stunned #SXSW",5,ok 'm sxsw 'm garage band ipad notice stun sxsw
Heading over to ballroom b 'your mom has an ipad-designing for boomers' #sxsw,5,head ballroom b 'your mom ipad-designing boomer sxsw
"Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #girlcrush #sxsw",3,bounce catch google 's marissa mayer speak always admire intelligent classy successful girlcrush sxsw
heading over with @mention shortly to record some video at the popup apple store at southby - expecting big ipad2 sales! #sxsw,3,head shortly record video popup apple store southby expect big ipad2 sale sxsw
"Network Overload: Google to Launch Major New Social Network Called Circles, Today? {link} #sxsw (via @mention @mention",5,network overload google launch major new social network call circle today link sxsw via
Totally overshadowing #sxsw. Apple wins again. RT @mention iPad 2 Arrives Tomorrow at 5 p.m.,3,totally overshadow sxsw apple win rt ipad 2 arrives tomorrow 5 p.m
funny xD very funny xD {link} Rebecca Black Dionne Warwick #sxsw iPad,5,funny xd funny xd link rebecca black dionne warwick sxsw ipad
What is everyone using to keep track of what they plan to do at #sxsw? Your regular Google Calendar? I need guidance!,5,everyone use keep track plan sxsw regular google calendar need guidance
Morning everyone! Our iPad 2 giveaway for #sxsw closes v shortly! You just need to sign up at {link} to enter - go for it!,5,morning everyone ipad 2 giveaway sxsw close v shortly need sign link enter go
Porting everything to my new Ipad2 before I head off to #SxSW on Sunday. Syncing over 3K songs takes a while. #apple,3,port everything new ipad2 head sxsw sunday sync 3k song take apple
@mention via @mention Apple store downtown Austin open til Midnight. #sxsw,5,via apple store downtown austin open til midnight sxsw
#google (via @mention denies it will be launching #circles at #SXSW  -hope it fares better than #wave and #buzz when it comes,5,google via denies launch circle sxsw -hope fare well wave buzz come
Here's a view inside - {link} RT @mention Apple Popup Store at #SXSW {link},5,'s view inside link rt apple popup store sxsw link
"Our interview w Marissa Mayer from #SXSW on Google 3.0, how working for Larry will be different than working for Eric {link}",5,interview w marissa mayer sxsw google 3.0 work larry different work eric link
"Had to navigate for the cabbie with Google Maps. Natives: 0, Geeks: 1. #SXSW",5,navigate cabbie google map native 0 geek 1 sxsw
"We are giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",3,give away ipad sxsw mapper entry amazingly easy detail link
We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our blog for more info: {link},5,give away ipad 2 kick time sxsw visit blog info link
We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our FB page for more info: {link},3,give away ipad 2 kick time sxsw visit fb page info link
Really loving marissa mayer's presentation on mobile #google #sxsw,5,really love marissa mayer 's presentation mobile google sxsw
"Google giving Social another go? {link} Google Circles, let's see what the guys at #SXSW make of it",5,google give social another go link google circle let 's see guy sxsw make
Photo: Saving up for an iPad 2 #SXSW style! #HPSXSW (Taken with instagram) {link},3,photo save ipad 2 sxsw style hpsxsw take instagram link
Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,3,get crave sxsw mind create app foodspotting link iphone apps
Rescuing virtual robots in your daily life with your iPhone. Envisioning the day of the last tv broadcast. And that's just the morning #sxsw,3,rescue virtual robot daily life iphone envision day last tv broadcast 's morning sxsw
"Websites visited: 73% Google, 66.7% Microsoft, 50.6% Facebook, 48% Yahoo, 31%, Wikimedia - @mention #diversity #sxsw",5,website visit 73 google 66.7 microsoft 50.6 facebook 48 yahoo 31 wikimedia diversity sxsw
Got the #VMware Talent Community iPad app rockin and signing up talented professionals tonight! Find me! #sxsw {link},3,get vmware talent community ipad app rockin signing talented professional tonight find sxsw link
How you avoid long lines &amp; jam packed parties at #SXSW with #Hurricane #Party the new #iPhone #App {link} #smm #geo #marketing,5,avoid long line amp jam packed party sxsw hurricane party new iphone app link smm geo marketing
ProTip: Avoid the Austin-area Apple stores on Friday #SXSW,1,protip avoid austin-area apple store friday sxsw
Auntie's voxpop of  popular #sxsw apps is worth a watch: {link} Not many Android phones on view.,1,auntie 's voxpop popular sxsw apps worth watch link many android phone view
"The #Ogilvy #Sydney #SXSW #podcast Ep3 is #up, with too many #hashtags #AUSXSW {link}",5,ogilvy sydney sxsw podcast ep3 many hashtags ausxsw link
The #Ogilvy AU #SXSW podcast channel is now open for bizness in iTunes. Subscribe for daily updates {link},5,ogilvy au sxsw podcast channel open bizness itunes subscribe daily update link
CHEESE FTW !!! {link} UNLV Pearl Harbor #sxsw iPad,5,cheese ftw link unlv pearl harbor sxsw ipad
Loving new @mention for iPhone w #SXSW channel by @mention,3,love new iphone w sxsw channel
Need a few #android loving volunteers from 10:45am-3 at #sxsw,3,need android love volunteer 10:45am-3 sxsw
I love how #sxsw is an alt universe where everyone uses Apple products and @mention is the fastest way to reach someone,3,love sxsw alt universe everyone us apple product fast way reach someone
Full #SXSW #touchingstories presentation:  {link},5,full sxsw touchingstories presentation link
Don't know 1 user RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,1,n't know 1 user rt us google tv room nobody raise hand packed room socialviewing session sxsw
I just saw a blind guy with an iPhone. Only at #SXSW,5,saw blind guy iphone sxsw
This #sxsw app by #MxM is made of AWESOME! --  {link}   --{link},3,sxsw app mxm make awesome -- link -- link
"Hey, #SxSW attendees. Summon your own town car when party hopping with an iPhone and @mention Nothing short of magic. {link}",5,hey sxsw attendee summon town car party hop iphone nothing short magic link
More #SXSW Awesomeness! Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},3,sxsw awesomeness apple opening temporary store downtown austin sxsw ipad 2 launch link
Free #SXSW CD download. Various Artists - SXSW: Featured Artists - {link} #iTunes,5,free sxsw cd download various artist sxsw feature artist link itunes
Took a few days off (unplugged) to visit family. Anyone have #sxsw highlights? My Google reader is bursting at the seams!,5,take day unplugged visit family anyone sxsw highlight google reader bursting seam
"It's #SXSW Festival time... OMG I'm scared! Got my netbook, Firm's iPad and my droid!",3,'s sxsw festival time omg 'm scar get netbook firm 's ipad droid
#fsw #sxsw for those of you who wanted to know about the spec for parsing Ajax Links {link},5,fsw sxsw want know spec parse ajax link link
"&quot;SXSW GO is now available iPhone, iPad, Android, Blackberry, and coming soon for Windows Phone 7&quot; presented by HP. wait what?! #sxsw #webos",5,quot sxsw go available iphone ipad android blackberry come soon window phone 7 quot present hp wait sxsw webos
Dear #SXSW goer... Please look up from your fucking iPhone when walking the halls. Thanks Hipsters. Hilarious!,1,dear sxsw goer please look fuck iphone walk hall thanks hipster hilarious
"This #SXSW I am grateful for: my bicycle, having a back-up Twitter app. Cursing: losing an hour of zzzs, iPhone battery life.",1,sxsw grateful bicycle back-up twitter app curse lose hour zzzs iphone battery life
Photo: How Iâ€™m spending my Sat night at #SXSW. Chatting with my husband over skype on my iphone at a coffee... {link},5,photo iâ˚™m spending sat night sxsw chat husband skype iphone coffee link
Dear #sxsw iPhone app: you suck again this year! (sitby.us is great but doesn't include film sessions),1,dear sxsw iphone app suck year sitby.us great n't include film session
"Wow, #SXSW is so big that Apple is not just attending, their bringing along a temporary store! {link}",3,wow sxsw big apple attend bring along temporary store link
Woah #SXSW is the buzz word i wake up to!  I had to Google it to work out what it was!! #ImAnAussie,5,woah sxsw buzz word wake google work imanaussie
"Free #sxsw Lemonade Stand. iPhone, Android, and WP7 in two days on #startupbus. {link} {link}",5,free sxsw lemonade stand iphone android wp7 two day startupbus link link
Wonder how many iPads they'll sell there tomorrow? RT @mention Apple Opening a Pop Up Store at #SXSW {link},5,wonder many ipads 'll sell tomorrow rt apple opening pop store sxsw link
"Wonder how many sold at #SXSW? iPad 2 Sold Out, 70% Went to New Buyers [REPORT] {link}",5,wonder many sell sxsw ipad 2 sell 70 go new buyer report link
Free #SXSW music sampler on #itunes. Includes @mention Barton Hollow. (opens itunes) {link},3,free sxsw music sampler itunes include barton hollow open itunes link
Hmmâ€_a slew of iPhone app updates (inc. #4sq3) the past few days? Can only mean one thing: it's #SXSW soon.,5,hmmâ˚_a slew iphone app update inc. 4sq3 past day mean one thing 's sxsw soon
"Hey, #SXSW peeps: Go hang out w/ Burners now! {link} Burn-B-Q at Pan-American Park 5-8pm: {link} cc @mention",5,hey sxsw peep go hang w/ burner link burn-b-q pan-american park 5-8pm link cc
Geez #sxsw people are eating this up. Another line outside the apple store for iPad 2 in austin {link},irrelevant,geez sxsw people eat another line outside apple store ipad 2 austin link
free #sxsw playlist.. enjoy {link},5,free sxsw playlist enjoy link
"Dear #SXSW re new rule of 'Google b4 twtng..' also add re #film &gt; replace '..locatn, locatn..' w/ '..contxt, cntxt, cntxt..'",5,dear sxsw new rule 'google b4 twtng also add film gt replace '.locatn locatn w/ '.contxt cntxt cntxt
"Dang #sxsw rumors RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever (AllThingsD): {link}",5,dang sxsw rumor rt false alarm google circle come probably ever allthingsd link
Free #SXSW sampler on iTunes {link} #FreeMusic,3,free sxsw sampler itunes link freemusic
Next #SXSW session - do agencies need to think like software companies? Panel with google &amp; barbarian group.,5,next sxsw session agency need think like software company panel google amp barbarian group
